City,Country,State Province,Latitude (generated),Longitude (generated)
Borsdorf,DE,SN,,
Borna,DE,SN,51.1223,12.4949
Böhlen,DE,SN,,
Bitterfeld,DE,SN,,
Bischofswerda,DE,SN,,
Birkenhain,DE,SN,,
Beucha,DE,SN,,
Bertsdorf-Hörnitz,DE,SN,,
Bernstadt auf dem Eigen,DE,SN,,
Bernstadt,DE,SN,,
Bernsdorf,DE,SN,,
Bernsbach,DE,SN,,
Berbersdorf,DE,SN,,
Bennewitz,DE,SN,,
Belgershain,DE,SN,,
Beilrode,DE,SN,,
Beierfeld,DE,SN,,
Bautzen,DE,SN,51.1796,14.4243
Bärenstein,DE,SN,,
Bannewitz,DE,SN,,
Bahretal,DE,SN,,
Bad Schandau,DE,SN,,
Bad Muskau,DE,SN,,
Bad Lausick,DE,SN,,
Bad Gottleuba,DE,SN,,
Bad Elster,DE,SN,,
Bad Düben,DE,SN,,
Augustusburg,DE,SN,,
Auerbach,DE,SN,50.5083,12.3978
Aue,DE,SN,50.5886,12.6974
Arnsdorf,DE,SN,,
Annaberg-Buchholz,DE,SN,50.5802,13.0027
Amtsberg,DE,SN,,
Am Bahnhof,DE,SN,,
Altmittweida,DE,SN,,
Altenberg,DE,SN,,
Adorf,DE,SN,,
Weiskirchen,DE,SL,,
Wallerfangen,DE,SL,,
Wadgassen,DE,SL,49.2677,6.7919
Wadern,DE,SL,49.5409,6.8929
Völklingen,DE,SL,49.2511,6.8563
Überherrn,DE,SL,,
Tholey,DE,SL,,
Theley,DE,SL,,
Sulzbach/Saar,DE,SL,,
Sulzbach,DE,SL,49.2996,7.0567
Spiesen-Elversberg,DE,SL,,
Schwalbach,DE,SL,49.3023,6.8122
Schmelz,DE,SL,49.4409,6.8578
Schiffweiler,DE,SL,49.3708,7.1301
Sankt Wendel,DE,SL,49.467,7.1709
Sankt Ingbert,DE,SL,49.279,7.1119
Saarwellingen,DE,SL,,
Saarlouis,DE,SL,49.3158,6.7502
Saarbrücken,DE,SL,49.2315,6.9983
Saar-Pfalz-Kreis,DE,SL,,
Riegelsberg,DE,SL,49.3018,6.9438
Rehlingen-Siersburg,DE,SL,49.3769,6.6815
Quierschied,DE,SL,,
Püttlingen,DE,SL,49.2891,6.8849
Perl,DE,SL,,
Ottweiler,DE,SL,49.4035,7.1635
Oberthal,DE,SL,,
Nonnweiler,DE,SL,,
Nohfelden,DE,SL,,
Neunkirchen,DE,SL,49.3436,7.1801
Namborn,DE,SL,,
Nalbach,DE,SL,,
NA,DE,SL,,
Mettlach,DE,SL,,
Merzig,DE,SL,49.442,6.6365
Merchweiler,DE,SL,,
Losheim am See,DE,SL,,
Losheim,DE,SL,49.5082,6.7445
Lebach,DE,SL,49.4108,6.9113
Kleinblittersdorf,DE,SL,,
Kirkel,DE,SL,,
Illingen,DE,SL,49.3765,7.0547
Homburg,DE,SL,49.3199,7.3354
Heusweiler,DE,SL,49.3378,6.9289
Großrosseln,DE,SL,,
Gersheim,DE,SL,,
Friedrichsthal,DE,SL,,
Freisen,DE,SL,,
Eppelborn,DE,SL,49.4068,6.9673
Ensdorf,DE,SL,,
Ebern,DE,SL,,
Dillingen,DE,SL,49.3582,6.7186
Bous,DE,SL,,
Blieskastel,DE,SL,49.2375,7.2582
Bexbach,DE,SL,49.3479,7.2584
Beckingen,DE,SL,49.3943,6.7007
Altheim,DE,SL,,
Wyk auf Föhr,DE,SH,,
Wrist,DE,SH,,
Worth,DE,SH,,
Wittenborn,DE,SH,,
Wilster,DE,SH,,
Wiemersdorf,DE,SH,,
Wewelsfleth,DE,SH,,
Westerrönfeld,DE,SH,,
Westerland,DE,SH,,
Westerau,DE,SH,,
Wester-Ohrstedt,DE,SH,,
Wesseln,DE,SH,,
Wentorf bei Hamburg,DE,SH,,
Wentorf,DE,SH,,
Wenningstedt,DE,SH,,
Wees,DE,SH,,
Wedel,DE,SH,53.5818,9.7014
Wattenbek,DE,SH,,
Wasbek,DE,SH,,
Warnsdorf,DE,SH,,
Wangels,DE,SH,,
Wanderup,DE,SH,,
Wahlstedt,DE,SH,,
Ulzburg,DE,SH,,
Uetersen,DE,SH,53.684,9.6629
Trittau,DE,SH,,
Trenthorst,DE,SH,,
Treia,DE,SH,,
Travenbrück,DE,SH,,
Travemünde,DE,SH,,
Trappenkamp,DE,SH,,
Tornesch,DE,SH,,
Tönning,DE,SH,,
Todesfelde,DE,SH,,
Todendorf,DE,SH,,
Timmendorfer Strand,DE,SH,,
Timmaspe,DE,SH,,
Tellingstedt,DE,SH,,
Tarp,DE,SH,,
Tangstedt,DE,SH,,
Talkau,DE,SH,,
Sylt-Ost,DE,SH,,
Sylt,DE,SH,54.9075,8.3089
Sülfeld,DE,SH,,
Süderhastedt,DE,SH,,
Süderbrarup,DE,SH,,
Süden,DE,SH,,
Struvenhütten,DE,SH,,
Stockelsdorf,DE,SH,53.8903,10.6489
Stift,DE,SH,,
Sterup,DE,SH,,
Stein,DE,SH,,
Stapelfeld,DE,SH,,
Sörup,DE,SH,,
Sierksdorf,DE,SH,,
Siek,DE,SH,,
Sereetz,DE,SH,,
Sehestedt,DE,SH,,
Seeth,DE,SH,,
Seedorf,DE,SH,,
Schwesing,DE,SH,,
Schwentinental,DE,SH,,
Schwedeneck,DE,SH,,
Schwarzenbek,DE,SH,,
Schülp bei Nortorf,DE,SH,,
Schuby,DE,SH,,
Schönkirchen,DE,SH,,
Schönberg (Holstein),DE,SH,,
Schönberg,DE,SH,,
Schlotfeld,DE,SH,,
Schleswig,DE,SH,54.5157,9.5666
Schinkel,DE,SH,,
Schenefeld,DE,SH,53.6002,9.8375
Scharbeutz,DE,SH,,
Schacht-Audorf,DE,SH,,
Satrup,DE,SH,,
Sankt Peter-Ording,DE,SH,,
Salem,DE,SH,,
Ruhwinkel,DE,SH,,
Rosengarten,DE,SH,,
Roseburg,DE,SH,,
Römnitz,DE,SH,,
Rickling,DE,SH,,
Rendsburg-Eckernförde,DE,SH,,
Rendsburg,DE,SH,54.2996,9.6654
Rellingen,DE,SH,,
Reinfeld (Holstein),DE,SH,,
Reinfeld,DE,SH,,
Reinbek,DE,SH,53.5119,10.2515
Rehm-Flehde-Bargen,DE,SH,,
Ratzeburg,DE,SH,,
Raisdorf,DE,SH,,
Rabel,DE,SH,,
Quickborn,DE,SH,53.7312,9.8958
Prinzenmoor,DE,SH,,
Preetz,DE,SH,54.236,10.283
Plön,DE,SH,,
Pinneberg,DE,SH,53.6624,9.7965
Pellworm,DE,SH,,
Padenstedt,DE,SH,,
Ottendorf,DE,SH,,
Ottenbüttel,DE,SH,,
Oststeinbek,DE,SH,,
Ostseebad Damp,DE,SH,,
Ostrohe,DE,SH,,
Osterrönfeld,DE,SH,,
Ostenfeld,DE,SH,,
Oldendorf,DE,SH,,
Oldenburg in Holstein,DE,SH,,
Oeversee,DE,SH,,
Nusse,DE,SH,,
Nübbel,DE,SH,,
Nortorf,DE,SH,,
Nordstrand,DE,SH,,
Nordfriesland,DE,SH,,
Norderstedt,DE,SH,53.7063,9.9971
Norddorf,DE,SH,,
Nienborstel,DE,SH,,
Niebüll,DE,SH,,
Nieblum,DE,SH,,
Neustadt in Holstein,DE,SH,54.1076,10.8189
Neumünster,DE,SH,54.0701,9.9878
Neu Duvenstedt,DE,SH,,
Neritz,DE,SH,,
Nehms,DE,SH,,
NA,DE,SH,,
Moorrege,DE,SH,,
Mönkeberg,DE,SH,,
Mölln,DE,SH,53.6292,10.6904
Molfsee,DE,SH,,
Melsdorf,DE,SH,,
Meldorf,DE,SH,,
Marne,DE,SH,,
Malente,DE,SH,,
Maasholm,DE,SH,,
Maasbüll,DE,SH,,
Lütjenburg,DE,SH,,
Lürschau,DE,SH,,
Lunden,DE,SH,,
Lübeck,DE,SH,53.8663,10.6809
Lindewitt,DE,SH,,
Lindau,DE,SH,,
Lieth,DE,SH,,
Lentföhrden,DE,SH,,
Lensahn,DE,SH,,
Leck,DE,SH,,
Lauenburg/Elbe,DE,SH,,
Langenhorn,DE,SH,,
Langballig,DE,SH,,
Landkreis Ostholstein,DE,SH,,
Lander,DE,SH,,
Laboe,DE,SH,,
Kummerfeld,DE,SH,,
Kücknitz,DE,SH,,
Kropp,DE,SH,,
Kronshagen,DE,SH,,
Kremperheide,DE,SH,,
Kreis Stormarn,DE,SH,,
Kreis Pinneberg,DE,SH,,
Kölln-Reisiek,DE,SH,,
Koberg,DE,SH,,
Klein Pampau,DE,SH,,
Klanxbüll,DE,SH,,
Kisdorf,DE,SH,,
Kiel,DE,SH,54.3233,10.1322
Kiebitzreihe,DE,SH,,
Kellinghusen,DE,SH,,
Kastorf,DE,SH,,
Kappeln,DE,SH,,
Kampen,DE,SH,,
Kaltenkirchen,DE,SH,53.8381,9.9597
Kaiser Wilhelm Koog,DE,SH,,
Jordan,DE,SH,,
Itzstedt,DE,SH,,
Itzehoe,DE,SH,53.9236,9.5152
Husum,DE,SH,54.4758,9.0495
Hüsby,DE,SH,,
Hörup,DE,SH,,
Horst (Holstein),DE,SH,,
Holm,DE,SH,,
Hoisdorf,DE,SH,,
Hohn,DE,SH,,
Hohenwestedt,DE,SH,,
Hohenlockstedt,DE,SH,,
Hohenfelde,DE,SH,,
Hitzhusen,DE,SH,,
Hetlingen,DE,SH,,
Heringsdorf,DE,SH,,
Henstedt-Ulzburg,DE,SH,53.7899,9.9915
Henstedt,DE,SH,,
Hemmingstedt,DE,SH,,
Hemme,DE,SH,,
Helgoland,DE,SH,,
Heiligenstedten,DE,SH,,
Heiligenhafen,DE,SH,,
Heikendorf,DE,SH,,
Heide,DE,SH,54.1955,9.0901
Heerstraße,DE,SH,,
Hartenholm,DE,SH,,
Harrislee,DE,SH,,
Handewitt,DE,SH,,
Halstenbek,DE,SH,53.6346,9.8402
Güster,DE,SH,,
Grove,DE,SH,,
Großsolt,DE,SH,,
Großhansdorf,DE,SH,,
Großensee,DE,SH,,
Großenbrode,DE,SH,,
Großenaspe,DE,SH,,
Groß Nordende,DE,SH,,
Groß Grönau,DE,SH,,
Grömitz,DE,SH,,
Grevenkrug,DE,SH,,
Grambek,DE,SH,,
Gönnebek,DE,SH,,
Gnutz,DE,SH,,
Glückstadt,DE,SH,,
Glücksburg,DE,SH,,
Glinde,DE,SH,53.5413,10.2115
Gleschendorf,DE,SH,,
Gettorf,DE,SH,,
Gelting,DE,SH,,
Geesthacht,DE,SH,53.4303,10.3742
Garding,DE,SH,,
Friedrichstadt,DE,SH,,
Fredeburg,DE,SH,,
Fockbek,DE,SH,,
Flintbek,DE,SH,,
Flensburg,DE,SH,54.7864,9.4354
Felm,DE,SH,,
Fehmarn,DE,SH,,
Fahrdorf,DE,SH,,
Eutin,DE,SH,54.1387,10.6145
Esgrus,DE,SH,,
Erfde,DE,SH,,
Epenwöhrden,DE,SH,,
Emkendorf,DE,SH,,
Elmshorn,DE,SH,53.7543,9.6513
Elmenhorst,DE,SH,,
Ellhöft,DE,SH,,
Ellerhoop,DE,SH,,
Ellerbek,DE,SH,,
Ellerau,DE,SH,,
Eggstedt,DE,SH,,
Eggebek,DE,SH,,
Eckernförde,DE,SH,54.466,9.8375
Dannewerk,DE,SH,,
Damp,DE,SH,,
Büsum,DE,SH,,
Busdorf,DE,SH,,
Burg auf Fehmarn,DE,SH,,
Bünsdorf,DE,SH,,
Büdelsdorf,DE,SH,,
Büchen (Schleswig-Holstein),DE,SH,,
Büchen,DE,SH,,
Brunsbüttel,DE,SH,,
Bredstedt,DE,SH,,
Bredenbek,DE,SH,,
Brande,DE,SH,,
Braak,DE,SH,,
Bovenau,DE,SH,,
Bösdorf,DE,SH,,
Börnsen,DE,SH,,
Bornhöved,DE,SH,,
Borgstedt,DE,SH,,
Bordesholm,DE,SH,,
Boostedt,DE,SH,,
Bönningstedt,DE,SH,,
Bliestorf,DE,SH,,
Blekendorf,DE,SH,,
Bilsen,DE,SH,,
Berlin,DE,SH,,
Bekmünde,DE,SH,,
Basthorst,DE,SH,,
Basdorf,DE,SH,,
Barsbüttel,DE,SH,,
Barmstedt,DE,SH,,
Bargteheide,DE,SH,53.7303,10.2621
Bargstedt,DE,SH,,
Bannesdorf,DE,SH,,
Bad Segeberg,DE,SH,53.9375,10.3055
Bad Schwartau,DE,SH,53.9201,10.6959
Bad Oldesloe,DE,SH,53.8109,10.3753
Bad Bramstedt,DE,SH,,
Aumühle,DE,SH,,
Ascheberg,DE,SH,,
Appen,DE,SH,,
Ansiedlung Mettenhof,DE,SH,,
Ammersbek,DE,SH,,
Alveslohe,DE,SH,,
Altenholz,DE,SH,,
Alt Mölln,DE,SH,,
Alt Duvenstedt,DE,SH,,
Alkersum,DE,SH,,
Albersdorf,DE,SH,,
Ahrenviöl,DE,SH,,
Ahrenshöft,DE,SH,,
Ahrensfelde,DE,SH,,
Ahrensburg,DE,SH,53.6696,10.2322
Ahrensbök,DE,SH,,
Achterwehr,DE,SH,,
Zweibrücken,DE,RP,49.2426,7.3676
Zornheim,DE,RP,,
Zeltingen-Rachtig,DE,RP,,
Zell,DE,RP,,
Wüschheim,DE,RP,,
Wörth am Rhein,DE,RP,49.0513,8.2686
Wörrstadt,DE,RP,,
Worms,DE,RP,49.6305,8.362
Wöllstein,DE,RP,,
Wolken,DE,RP,,
Wolfstein,DE,RP,,
Wittlich,DE,RP,49.9864,6.8898
Wissen,DE,RP,,
Wirges,DE,RP,,
Winnweiler,DE,RP,,
Windhagen,DE,RP,,
Wiesbaum,DE,RP,,
Wiebelsheim,DE,RP,,
Westhofen,DE,RP,,
Westernohe,DE,RP,,
Westerburg,DE,RP,,
Wershofen,DE,RP,,
Weroth,DE,RP,,
Wendelsheim,DE,RP,,
Welschbillig,DE,RP,,
Weitefeld,DE,RP,,
Weißenthurm,DE,RP,,
Weisenheim am Sand,DE,RP,,
Weisenheim am Berg,DE,RP,,
Weinolsheim,DE,RP,,
Weilerbach,DE,RP,,
Weiler,DE,RP,,
Weibern,DE,RP,,
Wasserliesch,DE,RP,,
Wallmerod,DE,RP,,
Wallmenroth,DE,RP,,
Wallhalben,DE,RP,,
Wallenborn,DE,RP,,
Waldweiler,DE,RP,,
Waldsee,DE,RP,,
Waldmohr,DE,RP,,
Waldlaubersheim,DE,RP,,
Waldhambach,DE,RP,,
Waldfischbach-Burgalben,DE,RP,,
Waldbreitbach,DE,RP,,
Waldböckelheim,DE,RP,,
Waldalgesheim,DE,RP,,
Wahlenau,DE,RP,,
Wachenheim,DE,RP,,
Vorderweidenthal,DE,RP,,
Volxheim,DE,RP,,
Vollmersweiler,DE,RP,,
Vogelweh,DE,RP,,
Vettelschoß,DE,RP,,
Vallendar,DE,RP,,
Utzerath,DE,RP,,
Urmitz,DE,RP,,
Urbar,DE,RP,,
Untershausen,DE,RP,,
Unnau,DE,RP,,
Unkel,DE,RP,,
Trippstadt,DE,RP,,
Trierweiler,DE,RP,,
Trier,DE,RP,49.7573,6.6362
Traben-Trarbach,DE,RP,,
Thür,DE,RP,,
Thalfang,DE,RP,,
Temmels,DE,RP,,
Sulzheim,DE,RP,,
Stürzelbach,DE,RP,,
Stromberg,DE,RP,,
Streithausen,DE,RP,,
Straße,DE,RP,,
Stipshausen,DE,RP,,
Steinfeld,DE,RP,,
Staudt,DE,RP,,
Stahlhofen am Wiesensee,DE,RP,,
Stadecken-Elsheim,DE,RP,,
Sprendlingen,DE,RP,,
Spirkelbach,DE,RP,,
Speyer,DE,RP,49.3193,8.4311
Speicher,DE,RP,,
Spay,DE,RP,,
Spangdahlem,DE,RP,,
Spabrücken,DE,RP,,
Sörgenloch,DE,RP,,
Sohren,DE,RP,,
Sinzig,DE,RP,50.5463,7.2555
Simmern,DE,RP,,
Siershahn,DE,RP,,
Sembach,DE,RP,,
Selters,DE,RP,,
Seinsfeld,DE,RP,,
Seibersbach,DE,RP,,
Schweppenhausen,DE,RP,,
Schweich,DE,RP,,
Schwedelbach,DE,RP,,
Schwabenheim an der Selz,DE,RP,,
Schwabenheim,DE,RP,,
Schutz,DE,RP,,
Schönenberg-Kübelberg,DE,RP,,
Schönau,DE,RP,,
Schillingen,DE,RP,,
Schifferstadt,DE,RP,49.3871,8.3723
Schaidt,DE,RP,,
Sankt Martin,DE,RP,,
Sankt Katharinen,DE,RP,,
Sankt Goarshausen,DE,RP,,
Salzburg,DE,RP,,
Saffig,DE,RP,,
Saarburg,DE,RP,,
Ruppertsberg,DE,RP,,
Rülzheim,DE,RP,,
Rückeroth,DE,RP,,
Ruchheim,DE,RP,,
Römerberg,DE,RP,,
Rohrbach,DE,RP,,
Rodenbach,DE,RP,,
Rockenhausen,DE,RP,,
Rivenich,DE,RP,,
Rieden,DE,RP,,
Rhens,DE,RP,,
Rheinbreitbach,DE,RP,,
Rheinböllen,DE,RP,,
Rhaunen,DE,RP,,
Rennerod,DE,RP,,
Rengsdorf,DE,RP,,
Remagen,DE,RP,50.5793,7.2253
Reinsfeld,DE,RP,,
Rehe,DE,RP,,
Raubach,DE,RP,,
Ransbach-Baumbach,DE,RP,,
Ramstein-Miesenbach,DE,RP,,
Ramsen,DE,RP,,
Ramberg,DE,RP,,
Quirnheim,DE,RP,,
Puderbach,DE,RP,,
Prüm,DE,RP,,
Pronsfeld,DE,RP,,
Polch,DE,RP,,
Pluwig,DE,RP,,
Pleitersheim,DE,RP,,
Plein,DE,RP,,
Plaidt,DE,RP,,
Pirmasens,DE,RP,49.2034,7.6038
Piesport,DE,RP,,
Pfalzfeld,DE,RP,,
Pelm,DE,RP,,
Otterstadt,DE,RP,,
Otterberg,DE,RP,,
Otterbach,DE,RP,,
Osthofen,DE,RP,,
Osburg,DE,RP,,
Osann-Monzel,DE,RP,,
Oppenheim,DE,RP,,
Olmscheid,DE,RP,,
Offenbach-Hundheim,DE,RP,,
Offenbach an der Queich,DE,RP,,
Oestrich-Winkel,DE,RP,,
Ockenfels,DE,RP,,
Ochtendung,DE,RP,,
Obrigheim,DE,RP,,
Oberwesel,DE,RP,,
Oberotterbach,DE,RP,,
Oberlahr,DE,RP,,
Oberhonnefeld-Gierend,DE,RP,,
Oberhausen,DE,RP,,
Oberhaid,DE,RP,,
Ober-Olm,DE,RP,,
Ober-Flörsheim,DE,RP,,
Nußbaum,DE,RP,,
Nußbach,DE,RP,,
Nürburg,DE,RP,,
Norheim,DE,RP,,
Nistertal,DE,RP,,
Nister,DE,RP,,
Nievern,DE,RP,,
Nierstein,DE,RP,,
Niederzissen,DE,RP,,
Niederroßbach,DE,RP,,
Niederkirchen,DE,RP,,
Niederhausen an der Appel,DE,RP,,
Niederfischbach,DE,RP,,
Niederelbert,DE,RP,,
Niederdreisbach,DE,RP,,
Niederalben,DE,RP,,
Niederahr,DE,RP,,
Nieder-Olm,DE,RP,,
Nickenich,DE,RP,,
Neuwied,DE,RP,50.4311,7.4589
Neustadt/Westerwald,DE,RP,,
Neustadt an der Weinstraße,DE,RP,49.354,8.1349
Neustadt (Wied),DE,RP,,
Neunkirchen,DE,RP,,
Neuleiningen,DE,RP,,
Neuhofen,DE,RP,,
Neuhäusel,DE,RP,,
Neuerburg,DE,RP,,
Nentershausen,DE,RP,,
Neitersen,DE,RP,,
Nauroth,DE,RP,,
Nauort,DE,RP,,
Nauheim,DE,RP,,
Nastätten,DE,RP,,
Nassau,DE,RP,,
Nackenheim,DE,RP,,
NA,DE,RP,,
Mutterstadt,DE,RP,,
Münster-Sarmsheim,DE,RP,,
Münchweiler an der Rodalb,DE,RP,,
Mülheim-Kärlich,DE,RP,,
Mülheim,DE,RP,,
Mühltal,DE,RP,,
Mudersbach,DE,RP,,
Mörsdorf,DE,RP,,
Morschheim,DE,RP,,
Mörsbach,DE,RP,,
Morbach,DE,RP,,
Monzelfeld,DE,RP,,
Montabaur,DE,RP,,
Monsheim,DE,RP,,
Mommenheim,DE,RP,,
Mogendorf,DE,RP,,
Minden,DE,RP,,
Miehlen,DE,RP,,
Meuspath,DE,RP,,
Mendig,DE,RP,,
Meisenheim,DE,RP,,
Mehlingen,DE,RP,,
Meddersheim,DE,RP,,
Meckenheim,DE,RP,,
Mayen,DE,RP,50.3267,7.2233
Maxdorf,DE,RP,,
Marnheim,DE,RP,,
Maria Laach,DE,RP,,
Mandern,DE,RP,,
Mammelzen,DE,RP,,
Mainz,DE,RP,50.0006,8.2723
Maikammer,DE,RP,,
Lustadt,DE,RP,,
Ludwigshafen am Rhein,DE,RP,49.4809,8.4473
Longuich,DE,RP,,
Löf,DE,RP,,
Linz am Rhein,DE,RP,,
Linkenbach,DE,RP,,
Lingerhahn,DE,RP,,
Lingenfeld,DE,RP,,
Lindenberg,DE,RP,,
Linden,DE,RP,,
Limburgerhof,DE,RP,,
Lieser,DE,RP,,
Liebenscheid,DE,RP,,
Lichtenborn,DE,RP,,
Lemberg,DE,RP,,
Leiwen,DE,RP,,
Leimersheim,DE,RP,,
Lautzenhausen,DE,RP,,
Lauterecken,DE,RP,,
Laudert,DE,RP,,
Langweiler,DE,RP,,
Langenlonsheim,DE,RP,,
Langenfeld,DE,RP,,
Landstuhl,DE,RP,,
Landscheid,DE,RP,,
Landkreis Alzey-Worms,DE,RP,,
Landau in der Pfalz,DE,RP,49.1936,8.1153
Lambsheim,DE,RP,,
Lambrecht,DE,RP,,
Lahr,DE,RP,,
Lahnstein,DE,RP,50.3188,7.602
Kusel,DE,RP,,
Kurtscheid,DE,RP,,
Kuhardt,DE,RP,,
Krunkel,DE,RP,,
Kruft,DE,RP,,
Kröv,DE,RP,,
Kroppach,DE,RP,,
Kretz,DE,RP,,
Kreisfreie Stadt Frankenthal,DE,RP,,
Kottenheim,DE,RP,,
Körperich,DE,RP,,
Kordel,DE,RP,,
Konz,DE,RP,49.7028,6.5783
Koblenz,DE,RP,50.3608,7.5928
Kobern-Gondorf,DE,RP,,
Klingenmünster,DE,RP,,
Klingelbach,DE,RP,,
Kleinmaischeid,DE,RP,,
Klein-Winternheim,DE,RP,,
Kirrweiler (Pfalz),DE,RP,,
Kirrweiler,DE,RP,,
Kirn,DE,RP,,
Kirchheimbolanden,DE,RP,,
Kirchheim an der Weinstraße,DE,RP,,
Kirchen,DE,RP,,
Kirchberg,DE,RP,,
Kindsbach,DE,RP,,
Kettig,DE,RP,,
Kestert,DE,RP,,
Kerzenheim,DE,RP,,
Kenn,DE,RP,,
Kempenich,DE,RP,,
Kell am See,DE,RP,,
Kelberg,DE,RP,,
Katzenelnbogen,DE,RP,,
Kastellaun,DE,RP,,
Kandel,DE,RP,,
Kamp-Bornhofen,DE,RP,,
Kalenborn,DE,RP,,
Kaiserslautern,DE,RP,49.4421,7.7605
Kaisersesch,DE,RP,,
Jünkerath,DE,RP,,
Jugenheim,DE,RP,,
Jockgrim,DE,RP,,
Isenburg,DE,RP,,
Insheim,DE,RP,,
Ingelheim am Rhein,DE,RP,,
Ihren,DE,RP,,
Idar-Oberstein,DE,RP,49.7228,7.2977
Hungenroth,DE,RP,,
Hundsangen,DE,RP,,
Horhausen,DE,RP,,
Höhr-Grenzhausen,DE,RP,,
Höhn,DE,RP,,
Hohenecken,DE,RP,,
Hochstetten-Dhaun,DE,RP,,
Hochdorf-Assenheim,DE,RP,,
Hirzlei,DE,RP,,
Hirz-Maulsbach,DE,RP,,
Hirschberg,DE,RP,,
Hillscheid,DE,RP,,
Hillesheim,DE,RP,,
Herxheim bei Landau/ Pfalz,DE,RP,,
Herxheim am Berg,DE,RP,,
Herxheim,DE,RP,,
Herschbach,DE,RP,,
Herrstein,DE,RP,,
Hermeskeil,DE,RP,,
Hermersberg,DE,RP,,
Herdorf,DE,RP,,
Heltersberg,DE,RP,,
Helmenzen,DE,RP,,
Heiligenroth,DE,RP,,
Heidesheim am Rhein,DE,RP,,
Heidesheim,DE,RP,,
Hauenstein,DE,RP,,
Hatzenbühl,DE,RP,,
Haßloch,DE,RP,49.3632,8.2601
Harthausen,DE,RP,,
Harscheid,DE,RP,,
Hardtwald,DE,RP,,
Hamm (Sieg),DE,RP,,
Hamm,DE,RP,,
Hambuch,DE,RP,,
Hambach,DE,RP,,
Hainfeld,DE,RP,,
Hahnstätten,DE,RP,,
Hahn am See,DE,RP,,
Hahn,DE,RP,,
Hagenbach,DE,RP,,
Hachenburg,DE,RP,,
Guntersblum,DE,RP,,
Gunderath,DE,RP,,
Guckheim,DE,RP,,
Grünstadt,DE,RP,,
Großsteinhausen,DE,RP,,
Großkarlbach,DE,RP,,
Greimerath,DE,RP,,
Grafschaft,DE,RP,,
Gondenbrett,DE,RP,,
Glan-Münchweiler,DE,RP,,
Gerolstein,DE,RP,,
Germersheim,DE,RP,49.2214,8.3751
Gensingen,DE,RP,,
Geichlingen,DE,RP,,
Gau-Odernheim,DE,RP,,
Gau-Heppenheim,DE,RP,,
Gau-Bischofsheim,DE,RP,,
Gau-Bickelheim,DE,RP,,
Gau-Algesheim,DE,RP,,
Friesenheim,DE,RP,,
Friesenhagen,DE,RP,,
Friedewald,DE,RP,,
Freinsheim,DE,RP,,
Freimersheim,DE,RP,,
Frankenthal,DE,RP,49.535,8.3513
Franken,DE,RP,,
Forst (Hunsrück),DE,RP,,
Föhren,DE,RP,,
Fischbach,DE,RP,,
Filsen,DE,RP,,
Eußerthal,DE,RP,,
Esslingen,DE,RP,,
Eßlingen,DE,RP,,
Essingen,DE,RP,,
Essenheim,DE,RP,,
Eschbach,DE,RP,,
Enkirch,DE,RP,,
Enkenbach-Alsenborn,DE,RP,,
Ellern,DE,RP,,
Ellenberg,DE,RP,,
Eisenberg,DE,RP,,
Eichelhardt,DE,RP,,
Edesheim,DE,RP,,
Edenkoben,DE,RP,,
Dürrholz,DE,RP,,
Dudenhofen,DE,RP,,
Dudeldorf,DE,RP,,
Dreis-Brück,DE,RP,,
Dörth,DE,RP,,
Dörnberg,DE,RP,,
Donsieders,DE,RP,,
Dommershausen,DE,RP,,
Diez,DE,RP,,
Dies,DE,RP,,
Dierdorf,DE,RP,,
Deuselbach,DE,RP,,
Dernbach (Westerwald),DE,RP,,
Dernbach,DE,RP,,
Deidesheim,DE,RP,,
Daun,DE,RP,,
Dannstadt,DE,RP,,
Dahn,DE,RP,,
Daaden,DE,RP,,
Contwig,DE,RP,,
Cochem,DE,RP,,
Carlsberg,DE,RP,,
Burscheid,DE,RP,,
Burgbrohl,DE,RP,,
Burbach,DE,RP,,
Bullay,DE,RP,,
Budenheim,DE,RP,,
Buchholz (Westerwald),DE,RP,,
Büchenbeuren,DE,RP,,
Büchel,DE,RP,,
Bubenheim,DE,RP,,
Bruttig-Fankel,DE,RP,,
Brücken,DE,RP,,
Bruchweiler,DE,RP,,
Bruchmühlbach-Miesau,DE,RP,,
Bruchhausen,DE,RP,,
Brohl-Lützing,DE,RP,,
Bretzenheim,DE,RP,,
Bretthausen,DE,RP,,
Brauweiler,DE,RP,,
Brachbach,DE,RP,,
Bottenbach,DE,RP,,
Bornheim,DE,RP,,
Boppard,DE,RP,50.2318,7.5879
Bolanden,DE,RP,,
Böhl-Iggelheim,DE,RP,,
Bodenheim,DE,RP,,
Boden,DE,RP,,
Bockenheim,DE,RP,,
Bockenau,DE,RP,,
Bobenheim-Roxheim,DE,RP,,
Blankenrath,DE,RP,,
Bitburg,DE,RP,,
Bissersheim,DE,RP,,
Birtlingen,DE,RP,,
Birkenfeld,DE,RP,,
Birken-Honigsessen,DE,RP,,
Bingen am Rhein,DE,RP,49.969,7.8952
Biersdorf,DE,RP,,
Betzdorf,DE,RP,,
Bernkastel-Kues,DE,RP,,
Berghausen,DE,RP,,
Bendorf,DE,RP,50.4201,7.5759
Bellheim,DE,RP,,
Bekond,DE,RP,,
Bechtheim,DE,RP,,
Bechhofen,DE,RP,,
Baumholder,DE,RP,,
Bassenheim,DE,RP,,
Badenheim,DE,RP,,
Bad Sobernheim,DE,RP,,
