"","city","stateProvince","country","ncity"
"1556","Feldstetten","BW","DE",9
"1557","Fellbach","BW","DE",1040
"1558","Felm","SH","DE",35
"1559","Felsberg","HE","DE",8
"1560","Fensterbach","BY","DE",13
"1561","Ferdinandshof","MV","DE",2
"1562","Fernwald","HE","DE",6
"1563","Feucht","BY","DE",327
"1564","Feuchtwangen","BY","DE",385
"1565","Feuerbach","BW","DE",1
"1566","Feuersbach","NW","DE",58
"1567","Fichtelberg","BY","DE",3
"1568","Fichtenau","BW","DE",4
"1569","Fichtenberg","BW","DE",64
"1570","Fichtenhöhe","BB","DE",32
"1571","Filderstadt","BW","DE",1310
"1572","Filsen","RP","DE",27
"1573","Finkenberg","NW","DE",14
"1574","Finkenwerder","HH","DE",298
"1575","Finnentrop","NW","DE",361
"1576","Finning","BY","DE",8
"1577","Finsing","BY","DE",32
"1578","Finsterwalde","BB","DE",312
"1579","Fintel","NI","DE",35
"1580","Fischach","BY","DE",109
"1581","Fischbach","RP","DE",18
"1582","Fischbachau","BY","DE",23
"1583","Fischbek","HH","DE",46
"1584","Fischen im Allgäu","BY","DE",28
"1585","Flachslanden","BY","DE",19
"1586","Flechtingen","ST","DE",77
"1587","Flechtorf","NI","DE",7
"1588","Flein","BW","DE",32
"1589","Flensburg","SH","DE",2467
"1590","Flieden","HE","DE",107
"1591","Flintbek","SH","DE",24
"1592","Floh-Seligenthal","TH","DE",238
"1593","Flöha","SN","DE",52
"1594","Flörsheim","HE","DE",598
"1595","Florstadt","HE","DE",135
"1596","Flossenbürg","BY","DE",2
"1597","Flughafen Berlin-Schönefeld","BB","DE",86
"1598","Flughafen Düsseldorf","NW","DE",20
"1599","Flughafen Köln/Bonn","NW","DE",160
"1600","Flughafen München","BY","DE",115
"1601","Fluorn-Winzeln","BW","DE",61
"1602","Fockbek","SH","DE",68
"1603","Föhren","RP","DE",195
"1604","Forbach","BW","DE",13
"1605","Forchheim","BY","DE",1378
"1606","Forchtenberg","BW","DE",9
"1607","Forheim","BY","DE",4
"1608","Forst","BB","DE",196
"1609","Forst","BW","DE",42
"1610","Forst (Hunsrück)","RP","DE",3
"1611","Forstern","BY","DE",2
"1612","Forstinning","BY","DE",30
"1613","Franken","BY","DE",38
"1614","Franken","RP","DE",2
"1615","Frankenau","HE","DE",18
"1616","Frankenberg (Eder)","HE","DE",244
"1617","Frankenberg / Sa.","SN","DE",75
"1618","Frankenthal","RP","DE",1073
"1619","Frankfurt","BY","DE",7
"1620","Frankfurt-Fechenheim","HE","DE",9
"1621","Frankfurt-Höchst","HE","DE",52
"1622","Frankfurt (Main) Niederrad","HE","DE",162
"1623","Frankfurt (Oder)","BB","DE",1192
"1624","Frankfurt am Main","HE","DE",55529
"1625","Frasdorf","BY","DE",8
"1626","Frauenau","BY","DE",2
"1627","Frauenstein","SN","DE",63
"1628","Fraunberg","BY","DE",30
"1629","Fraureuth","SN","DE",27
"1630","Frechen","NW","DE",945
"1631","Fredeburg","SH","DE",18
"1632","Freden (Leine)","NI","DE",4
"1633","Fredersdorf","BB","DE",90
"1634","Fredersdorf-Vogelsdorf","BB","DE",16
"1635","Freiberg","SN","DE",1236
"1636","Freiberg am Neckar","BW","DE",178
"1637","Freiburg","BW","DE",7109
"1638","Freienbrink","BB","DE",23
"1639","Freigericht","HE","DE",113
"1640","Freilassing","BY","DE",418
"1641","Freimann","BY","DE",2
"1642","Freimersheim","RP","DE",6
"1643","Freinsheim","RP","DE",8
"1644","Freisen","SL","DE",33
"1645","Freising","BY","DE",1842
"1646","Freital","SN","DE",431
"1647","Frensdorf","BY","DE",5
"1648","Freren","NI","DE",18
"1649","Fresenburg","NI","DE",4
"1650","Fretterode","TH","DE",74
"1651","Freudenberg","BW","DE",33
"1652","Freudenberg","NW","DE",61
"1653","Freudenstadt","BW","DE",837
"1654","Freyburg","ST","DE",5
"1655","Freystadt","BY","DE",52
"1656","Freyung","BY","DE",217
"1657","Frickenhausen","BW","DE",210
"1658","Frickenhausen","BY","DE",7
"1659","Frickenhausen am Main","BY","DE",5
"1660","Frickingen","BW","DE",66
"1661","Fridingen an der Donau","BW","DE",55
"1662","Fridolfing","BY","DE",338
"1663","Friedberg","BY","DE",1211
"1664","Friedberg (Hessen)","HE","DE",608
"1665","Friedeburg","NI","DE",74
"1666","Friedensau","ST","DE",10
"1667","Friedenweiler","BW","DE",120
"1668","Friedewald","HE","DE",22
"1669","Friedewald","RP","DE",9
"1670","Friedland","MV","DE",42
"1671","Friedland","NI","DE",3
"1672","Friedrichroda","TH","DE",65
"1673","Friedrichsdorf","HE","DE",462
"1674","Friedrichshafen","BW","DE",2576
"1675","Friedrichstadt","SH","DE",47
"1676","Friedrichsthal","SL","DE",184
"1677","Frielendorf","HE","DE",86
"1678","Friesenhagen","RP","DE",14
"1679","Friesenheim","BW","DE",124
"1680","Friesenheim","RP","DE",34
"1681","Friesoythe","NI","DE",109
"1682","Friolzheim","BW","DE",4
"1683","Frittlingen","BW","DE",1
"1684","Fritzlar","HE","DE",100
"1685","Frohburg","SN","DE",32
"1686","Fröndenberg","NW","DE",231
"1687","Fronhausen","HE","DE",87
"1688","Fronreute","BW","DE",34
"1689","Fröttmaning","BY","DE",1
"1690","Fuchstal","NW","DE",13
"1691","Fuhlsbüttel","HH","DE",138
"1692","Fuhrberg","NI","DE",1
"1693","Fulda","HE","DE",2655
"1694","Fuldabrück","HE","DE",108
"1695","Fuldatal","HE","DE",85
"1696","Fürstenau","NI","DE",92
"1697","Fürstenberg/Havel","BB","DE",22
"1698","Fürstenfeldbruck","BY","DE",903
"1699","Fürstenwalde","BB","DE",37
"1700","Fürstenwalde/Spree","BB","DE",300
"1701","Fürstenzell","BY","DE",86
"1702","Fürth","BY","DE",3294
"1703","Fürth","HE","DE",31
"1704","Furth im Wald","BY","DE",32
"1705","Furtwangen","BW","DE",94
"1706","Füssen","BY","DE",208
"1707","Gablingen","BY","DE",48
"1708","Gachenbach","BY","DE",2
"1709","Gadebusch","MV","DE",171
"1710","Gaggenau","BW","DE",331
"1711","Gaiberg","BW","DE",25
"1712","Gaienhofen","BW","DE",12
"1713","Gaildorf","BW","DE",237
"1714","Gailingen","BW","DE",97
"1715","Gaimersheim","BY","DE",489
"1716","Gallen","SN","DE",1
"1717","Gallin","MV","DE",140
"1718","Gallin-Kuppentin","MV","DE",4
"1719","Gammelshausen","BW","DE",5
"1720","Gammertingen","BW","DE",8
"1721","Ganderkesee","NI","DE",132
"1722","Gangelt","NW","DE",198
"1723","Gangkofen","BY","DE",96
"1724","Garbsen","NI","DE",647
"1725","Garching an der Alz","BY","DE",9
"1726","Garching bei München","BY","DE",2203
"1727","Gardelegen","ST","DE",465
"1728","Garding","SH","DE",11
"1729","Garlstedt","NI","DE",36
"1730","Garmisch","BY","DE",25
"1731","Garmisch-Partenkirchen","BY","DE",496
"1732","Garrel","NI","DE",121
"1733","Gars am Inn","BY","DE",45
"1734","Garstedt","NI","DE",76
"1735","Gärtringen","BW","DE",204
"1736","Gatersleben","ST","DE",40
"1737","Gattendorf","BY","DE",84
"1738","Gau-Algesheim","RP","DE",10
"1739","Gau-Bickelheim","RP","DE",76
"1740","Gau-Bischofsheim","RP","DE",26
"1741","Gau-Heppenheim","RP","DE",3
"1742","Gau-Odernheim","RP","DE",13
"1743","Gäufelden","BW","DE",81
"1744","Gauting","BY","DE",176
"1745","Gebesee","TH","DE",37
"1746","Gebsattel","BY","DE",52
"1747","Gedern","HE","DE",33
"1748","Geeste","NI","DE",147
"1749","Geesthacht","SH","DE",819
"1750","Geestland","NI","DE",137
"1751","Gefrees","BY","DE",74
"1752","Gehrden","NI","DE",106
"1753","Geichlingen","RP","DE",17
"1754","Geiersthal","BY","DE",28
"1755","Geilenkirchen","NW","DE",240
"1756","Geisa","TH","DE",20
"1757","Geiselbach","BY","DE",34
"1758","Geiselgasteig","BY","DE",1
"1759","Geiselhöring","BY","DE",73
"1760","Geiselwind","BY","DE",44
"1761","Geisenfeld","BY","DE",101
"1762","Geisenhausen","BY","DE",132
"1763","Geisenheim","HE","DE",155
"1764","Geising","SN","DE",30
"1765","Geisingen","BW","DE",137
"1766","Geislingen","BW","DE",295
"1767","Geislingen an der Steige","BW","DE",295
"1768","Geismar","TH","DE",9
"1769","Geithain","SN","DE",15
"1770","Geldern","NW","DE",477
"1771","Geldersheim","BY","DE",5
"1772","Gelenau","SN","DE",28
"1773","Gelenau/Erzgebirge","SN","DE",21
"1774","Gelnhausen","HE","DE",666
"1775","Gelsenkirchen","NW","DE",3626
"1776","Gelting","SH","DE",2
"1777","Gemmingen","BW","DE",65
"1778","Gemünden","BY","DE",41
"1779","Gemünden (Felda)","HE","DE",4
"1780","Gendorf","NW","DE",1
"1781","Gengenbach","BW","DE",69
"1782","Genshagen","BB","DE",34
"1783","Gensingen","RP","DE",111
"1784","Genthin","ST","DE",231
"1785","Georgensgmünd","BY","DE",46
"1786","Georgenthal","TH","DE",32
"1787","Georgsmarienhütte","NI","DE",596
"1788","Gera","TH","DE",2597
"1789","Geraberg","TH","DE",20
"1790","Gerabronn","BW","DE",120
"1791","Gerbrunn","BY","DE",123
"1792","Geretsried","BY","DE",504
"1793","Gerhardshofen","BY","DE",2
"1794","Gerichshain","SN","DE",203
"1795","Geringswalde","SN","DE",28
"1796","Gerlingen","BW","DE",437
"1797","Germaringen","BY","DE",24
"1798","Germering","BY","DE",466
"1799","Germersheim","RP","DE",333
"1800","Gernrode","TH","DE",1
"1801","Gernsbach","BW","DE",142
"1802","Gernsheim","HE","DE",200
"1803","Gerolstein","RP","DE",69
"1804","Gerolzhofen","BY","DE",131
"1805","Gersdorf","SN","DE",27
"1806","Gersfeld","HE","DE",124
"1807","Gersheim","SL","DE",30
"1808","Gersten","NI","DE",10
"1809","Gerstetten","BW","DE",28
"1810","Gersthofen","BY","DE",951
"1811","Gerstungen","TH","DE",382
"1812","Gerswalde","BB","DE",15
"1813","Gerwisch","ST","DE",22
"1814","Gerzen","BY","DE",53
"1815","Gescher","NW","DE",117
"1816","Geschwenda","TH","DE",13
"1817","Geseke","NW","DE",99
"1818","Geslau","BY","DE",5
"1819","Gessertshausen","BY","DE",20
"1820","Gettorf","SH","DE",25
"1821","Gevelsberg","NW","DE",501
"1822","Gevensleben","NI","DE",9
"1823","Geyer","SN","DE",64
"1824","Giebelroth","ST","DE",25
"1825","Giebelstadt","BY","DE",236
"1826","Gieboldehausen","NI","DE",86
"1827","Gielde","NI","DE",10
"1828","Giengen an der Brenz","BW","DE",328
"1829","Gierstädt/Kleinfahner","TH","DE",3
"1830","Giesen","NI","DE",26
"1831","Giesing","BY","DE",4
"1832","Gießen","HE","DE",2833
"1833","Gifhorn","NI","DE",1305
"1834","Gilching","BY","DE",661
"1835","Gilserberg","HE","DE",3
"1836","Gilten","NI","DE",1
"1837","Ginsheim-Gustavsburg","HE","DE",162
"1838","Gladau","ST","DE",20
"1839","Gladbach","NW","DE",23
"1840","Gladbeck","NW","DE",408
"1841","Gladenbach","HE","DE",60
"1842","Glan-Münchweiler","RP","DE",14
"1843","Glandorf","NI","DE",1
"1844","Glashütte","SN","DE",43
"1845","Glashütten","HE","DE",24
"1846","Glasin","MV","DE",12
"1847","Glatten","BW","DE",152
"1848","Glaubitz","SN","DE",6
"1849","Glauburg","HE","DE",8
"1850","Glauchau","SN","DE",300
"1851","Gleißenberg","BY","DE",6
"1852","Gleschendorf","SH","DE",3
"1853","Glienicke/Nordbahn","BB","DE",86
"1854","Glinde","SH","DE",473
"1855","Glonn","BY","DE",97
"1856","Glottertal","BW","DE",45
"1857","Glücksburg","SH","DE",27
"1858","Glückstadt","SH","DE",286
"1859","Gmund am Tegernsee","BY","DE",151
"1860","Gnarrenburg","NI","DE",83
"1861","Gneus","TH","DE",8
"1862","Gnewikow","BB","DE",11
"1863","Gnoien","MV","DE",56
"1864","Gnutz","SH","DE",21
"1865","Goch","NW","DE",169
"1866","Gochsen","BW","DE",27
"1867","Gochsheim","BY","DE",148
"1868","Göda","SN","DE",23
"1869","Göggingen","BW","DE",12
"1870","Gohlis","SN","DE",1
"1871","Göhren","MV","DE",21
"1872","Göhren","TH","DE",24
"1873","Göhren-Lebbin","MV","DE",92
"1874","Goldbach","BY","DE",59
"1875","Goldberg","MV","DE",12
"1876","Goldenstedt","NI","DE",50
"1877","Goldkronach","BY","DE",26
"1878","Gollhofen","BY","DE",64
"1879","Golßen","BB","DE",169
"1880","Gomaringen","BW","DE",4
"1881","Gommern","ST","DE",110
"1882","Gondenbrett","RP","DE",1
"1883","Gönnebek","SH","DE",108
"1884","Göppingen","BW","DE",2172
"1885","Görlitz","SN","DE",1063
"1886","Gornau","SN","DE",15
"1887","Gornsdorf","SN","DE",1
"1888","Görwihl","BW","DE",11
"1889","Gosen-Neu Zittau","BB","DE",2
"1890","Gosen Gosen","BB","DE",33
"1891","Gosheim","BW","DE",96
"1892","Goslar","NI","DE",628
"1893","Goslar Hahnenklee-Bockswiese","NI","DE",2
"1894","Goslar Jerstedt","NI","DE",32
"1895","Gössenheim","BY","DE",6
"1896","Gößnitz","TH","DE",169
"1897","Gößweinstein","BY","DE",44
"1898","Gotha","TH","DE",1907
"1899","Gottenheim","BW","DE",17
"1900","Gotteszell","BY","DE",65
"1901","Göttingen","HE","DE",56
"1902","Göttingen","NI","DE",3908
"1903","Gottmadingen","BW","DE",128
"1904","Graben","BY","DE",170
"1905","Graben-Neudorf","BW","DE",170
"1906","Grabenstätt","BY","DE",85
"1907","Grabfeld","UNKNOWN","DE",1
"1908","Grabow","MV","DE",50
"1909","Gräfelfing","BY","DE",561
"1910","Grafenau","BY","DE",254
"1911","Grafenberg","BW","DE",46
"1912","Gräfenberg","BY","DE",132
"1913","Gräfenhain","TH","DE",6
"1914","Gräfenhainichen","ST","DE",29
"1915","Grafenhausen","BW","DE",1
"1916","Grafenrheinfeld","BY","DE",168
"1917","Grafenwöhr","BY","DE",259
"1918","Grafhorst","NI","DE",88
"1919","Grafing","BY","DE",4
"1920","Grafing bei München","BY","DE",119
"1921","Grafrath","BY","DE",20
"1922","Grafschaft","NW","DE",12
"1923","Grafschaft","RP","DE",119
"1924","Grainau","BY","DE",78
"1925","Grambek","SH","DE",5
"1926","Gransee","BB","DE",57
"1927","Grasberg","NI","DE",8
"1928","Grasbrunn","BY","DE",138
"1929","Grasleben","NI","DE",98
"1930","Grassau","BY","DE",76
"1931","Gravenbruch","HE","DE",68
"1932","Grävenwiesbach","HE","DE",5
"1933","Grebenau","HE","DE",11
"1934","Grebenhain","HE","DE",20
"1935","Grebenstein","HE","DE",11
"1936","Grebs","MV","DE",24
"1937","Greding","BY","DE",62
"1938","Grefrath","NW","DE",122
"1939","Greifenberg","BY","DE",18
"1940","Greifenstein","HE","DE",121
"1941","Greifswald","MV","DE",994
"1942","Greimerath","RP","DE",12
"1943","Greiz","TH","DE",111
"1944","Gremsdorf","BY","DE",33
"1945","Grenzach-Wyhlen","BW","DE",456
"1946","Greppin","ST","DE",29
"1947","Greußenheim","BY","DE",83
"1948","Greven","MV","DE",2
"1949","Greven","NW","DE",678
"1950","Grevenbroich","NW","DE",1077
"1951","Grevenkrug","SH","DE",1
"1952","Grevesmühlen","MV","DE",178
"1953","Griesheim","HE","DE",177
"1954","Grießen","BB","DE",11
"1955","Griesstätt","BY","DE",22
"1956","Grimma","SN","DE",874
"1957","Grimmen","MV","DE",107
"1958","Gröbenzell","BY","DE",224
"1959","Gröbern","ST","DE",4
"1960","Gröbers","ST","DE",17
"1961","Gröbzig","ST","DE",10
"1962","Gröden","BB","DE",52
"1963","Gröditz","SN","DE",140
"1964","Grömitz","SH","DE",305
"1965","Gronau (Leine)","NI","DE",123
"1966","Gronau (Westf.)","NW","DE",317
"1967","Gronauerwald","NW","DE",3
"1968","Gröpelingen","HB","DE",66
"1969","Groß-Bieberau","HE","DE",14
"1970","Groß-Gerau","HE","DE",1061
"1971","Groß-Rohrheim","HE","DE",162
"1972","Groß-Umstadt","HE","DE",300
"1973","Groß-Zimmern","HE","DE",130
"1974","Groß Borstel","HH","DE",3
"1975","Groß Gaglow","BB","DE",2
"1976","Groß Gleidingen","NI","DE",5
"1977","Groß Glienicke","BB","DE",21
"1978","Groß Godems","MV","DE",4
"1979","Groß Gottschow","BB","DE",17
"1980","Groß Grönau","SH","DE",5
"1981","Groß Ippener","NI","DE",21
"1982","Groß Kienitz","BB","DE",4
"1983","Groß Köris","BB","DE",1
"1984","Groß Krankow","MV","DE",2
"1985","Groß Kreutz","BB","DE",29
"1986","Groß Kreutz (Havel)","BB","DE",72
"1987","Groß Leuthen","BB","DE",29
"1988","Groß Mackenstedt","NI","DE",61
"1989","Groß Nordende","SH","DE",1
"1990","Groß Pankow","BB","DE",8
"1991","Groß Reken","NW","DE",4
"1992","Groß Schwaß","MV","DE",22
"1993","Großaitingen","BY","DE",4
"1994","Großalmerode","HE","DE",27
"1995","Großbardorf","BY","DE",9
"1996","Großbeeren","BB","DE",660
"1997","Großbettlingen","BW","DE",38
"1998","Großbeuthen","BB","DE",2
"1999","Großbottwar","BW","DE",43
"2000","Großbreitenbach","TH","DE",44
"2001","Großdingharting","BY","DE",3
"2002","Großeibstadt","BY","DE",1
"2003","Großenaspe","SH","DE",73
"2004","Großenbrode","SH","DE",3
"2005","Großenhain","SN","DE",246
"2006","Großenkneten","NI","DE",202
"2007","Großenlüder","HE","DE",85
"2008","Großensee","SH","DE",28
"2009","Großenseebach","BY","DE",6
"2010","Großerlach","BW","DE",20
"2011","Großhadern","BY","DE",22
"2012","Großhansdorf","SH","DE",274
"2013","Großhartmannsdorf","SN","DE",3
"2014","Großheide","NI","DE",26
"2015","Großheirath","BY","DE",88
"2016","Großhelfendorf","BY","DE",106
"2017","Großheringen","TH","DE",127
"2018","Großhesselohe","BY","DE",2
"2019","Großkarlbach","RP","DE",2
"2020","Großkarolinenfeld","BY","DE",5
"2021","Großkayna","ST","DE",23
"2022","Großkorbetha","ST","DE",20
"2023","Großkrotzenburg","HE","DE",7
"2024","Großkugel","ST","DE",51
"2025","Großlangheim","BY","DE",2
"2026","Großlehna","SN","DE",2
"2027","Großmachnow","BB","DE",12
"2028","Großmehring","BY","DE",71
"2029","Großostheim","BY","DE",381
"2030","Großpösna","SN","DE",25
"2031","Großpostwitz/Oberlausitz","SN","DE",14
"2032","Großräschen","BB","DE",48
"2033","Großröhrsdorf","SN","DE",108
"2034","Großrosseln","SL","DE",71
"2035","Großrückerswalde","SN","DE",45
"2036","Großschirma","SN","DE",32
"2037","Großschönau","SN","DE",21
"2038","Großschweidnitz","SN","DE",18
"2039","Großseeham","BY","DE",5
"2040","Großsolt","SH","DE",1
"2041","Großsteinhausen","RP","DE",3
"2042","Großvargula","TH","DE",1
"2043","Großwallstadt","BY","DE",314
"2044","Großweitzschen","SN","DE",22
"2045","Grove","SH","DE",25
"2046","Grub","BY","DE",30
"2047","Gruibingen","BW","DE",12
"2048","Grünbach","SN","DE",71
"2049","Grünberg","HE","DE",388
"2050","Gründau","HE","DE",388
"2051","Grünenbach","BY","DE",22
"2052","Grünenplan","NI","DE",26
"2053","Grünheide","BB","DE",92
"2054","Grünheide (Mark)","BB","DE",150
"2055","Grünkraut","BW","DE",29
"2056","Grünsfeld","BW","DE",62
"2057","Grünstadt","RP","DE",362
"2058","Grünwald","BY","DE",188
"2059","Gschwend","BW","DE",9
"2060","Guben","BB","DE",282
"2061","Guckheim","RP","DE",34
"2062","Gudensberg","HE","DE",36
"2063","Güglingen","BW","DE",398
"2064","Guhrow","BB","DE",28
"2065","Gülzow","MV","DE",14
"2066","Gummersbach","NW","DE",1071
"2067","Gundelfingen","BW","DE",253
"2068","Gundelfingen a.d. Donau","BY","DE",11
"2069","Gundelsheim","BW","DE",11
"2070","Gundelsheim","BY","DE",2
"2071","Gunderath","RP","DE",61
"2072","Gundremmingen","BY","DE",17
"2073","Guntersblum","RP","DE",4
"2074","Güntersleben","BY","DE",8
"2075","Günthersleben","TH","DE",1
"2076","Günthersleben-Wechmar","TH","DE",2
"2077","Günzach","BY","DE",4
"2078","Günzburg","BY","DE",698
"2079","Gunzenhausen","BY","DE",329
"2080","Gustavsburg","HE","DE",3
"2081","Güster","SH","DE",30
"2082","Güstow","MV","DE",25
"2083","Güstrow","MV","DE",418
"2084","Gutach","BW","DE",37
"2085","Gutach (Schwarzwaldbahn)","BW","DE",11
"2086","Gutach im Breisgau","BW","DE",4
"2087","Guteborn","BB","DE",37
"2088","Gütenbach","BW","DE",33
"2089","Gütersloh","NW","DE",3311
"2090","Guttau","SN","DE",13
"2091","Guxhagen","HE","DE",90
"2092","Gyhum","NI","DE",145
"2093","Haag","BY","DE",54
"2094","Haag in Oberbayern","BY","DE",19
"2095","Haan","NW","DE",878
"2096","Haar","BY","DE",317
"2097","Habach","BY","DE",8
"2098","Habichtswald","HE","DE",92
"2099","Hachenburg","RP","DE",145
"2100","Hadamar","HE","DE",75
"2101","Hafenlohr","BY","DE",13
"2102","Hagen","NW","DE",3246
"2103","Hagen am Teutoburger Wald","NI","DE",31
"2104","Hagen im Bremischen","NI","DE",73
"2105","Hagen, Stadt","NW","DE",3
"2106","Hagenbach","RP","DE",27
"2107","Hagenow","MV","DE",329
"2108","Hagermarsch","NI","DE",2
"2109","Hagnau","BW","DE",20
"2110","Hagnau am Bodensee","BW","DE",12
"2111","Hahn","RP","DE",129
"2112","Hahn am See","RP","DE",1
"2113","Hahnbach","BY","DE",1
"2114","Hähnichen","SN","DE",27
"2115","Hahnstätten","RP","DE",9
"2116","Haibach","BY","DE",28
"2117","Haiger","HE","DE",354
"2118","Haigerloch","BW","DE",41
"2119","Haimhausen","BY","DE",23
"2120","Haina","HE","DE",14
"2121","Haina (Kloster)","HE","DE",74
"2122","Hainburg","HE","DE",92
"2123","Hainfeld","RP","DE",2
"2124","Hainichen","SN","DE",355
"2125","Haiterbach","BW","DE",68
"2126","Halbe","BB","DE",91
"2127","Halberstadt","ST","DE",616
"2128","Halblech","BY","DE",15
"2129","Haldensleben","ST","DE",880
"2130","Haldenwang","BY","DE",203
"2131","Halfing","BY","DE",3
"2132","Hallbergmoos","BY","DE",491
"2133","Halle (Saale)","ST","DE",5970
"2134","Halle (Westfalen)","NW","DE",519
"2135","Hallenberg","NW","DE",35
"2136","Hallerndorf","BY","DE",81
"2137","Hallstadt","BY","DE",559
"2138","Halsbrücke","SN","DE",159
"2139","Halstenbek","SH","DE",244
"2140","Haltern","NW","DE",25
"2141","Haltern am See","NW","DE",461
"2142","Halver","NW","DE",570
"2143","Hambach","RP","DE",15
"2144","Hambrücken","BW","DE",72
"2145","Hambuch","RP","DE",1
"2146","Hambühren","NI","DE",44
"2147","Hamburg","HH","DE",79107
"2148","Hamburg-Altona","HH","DE",132
"2149","Hamburg-Bergedorf","HH","DE",127
"2150","Hamburg-Eidelstedt","HH","DE",7
"2151","Hamburg-Eimsbüttel","HH","DE",189
"2152","Hamburg-Harburg","HH","DE",240
"2153","Hamburg-Mitte","HH","DE",157
"2154","Hamburg-Nord","HH","DE",97
"2155","Hamburg-Wandsbek","HH","DE",486
"2156","Hamburg Altona-Altstadt","HH","DE",39
"2157","Hamburg Altstadt","HH","DE",31
"2158","Hamburg Blankenese","HH","DE",2
"2159","Hamburg Hammerbrook","HH","DE",2
"2160","Hamburg Kleiner Grasbrook","HH","DE",8
"2161","Hamburg Neustadt","HH","DE",18
"2162","Hamburg Neuwerk","HH","DE",5
"2163","Hamburg Ottensen","HH","DE",15
"2164","Hamburg Poppenbüttel","HH","DE",1
"2165","Hameln","NI","DE",1065
"2166","Hamm","NW","DE",2674
"2167","Hamm","RP","DE",94
"2168","Hamm (Sieg)","RP","DE",3
"2169","Hammelburg","BY","DE",89
"2170","Hammerbrücke","SN","DE",10
"2171","Hamminkeln","NW","DE",288
"2172","Hanau am Main","HE","DE",3755
"2173","Hand","NW","DE",12
"2174","Handeloh","NI","DE",22
"2175","Handewitt","SH","DE",142
"2176","Hankensbüttel","NI","DE",66
"2177","Hannover","NI","DE",22628
"2178","Hannoversch Münden","NI","DE",483
"2179","Hanstedt","NI","DE",1
"2180","Harbke","ST","DE",22
"2181","Harburg","BY","DE",17
"2182","Hardheim","BW","DE",32
"2183","Hardt","BW","DE",35
"2184","Hardthausen","BW","DE",15
"2185","Hardthausen am Kocher","BW","DE",16
"2186","Hardtwald","RP","DE",64
"2187","Haren","NI","DE",197
"2188","Harkebrügge","NI","DE",15
"2189","Harlaching","BY","DE",48
"2190","Harrislee","SH","DE",27
"2191","Harscheid","RP","DE",13
"2192","Harsefeld","NI","DE",69
"2193","Harsewinkel","NW","DE",660
"2194","Harsum","NI","DE",292
"2195","Hart","BY","DE",3
"2196","Hartenholm","SH","DE",24
"2197","Hartenstein","SN","DE",66
"2198","Hartha","SN","DE",118
"2199","Harthausen","RP","DE",12
"2200","Hartheim","BW","DE",16
"2201","Harthof","BY","DE",28
"2202","Hartmannsdorf","SN","DE",342
"2203","Hartmannsdorf bei Kirchberg","SN","DE",9
"2204","Harzgerode","ST","DE",181
"2205","Hasbergen","NI","DE",68
"2206","Haselünne","NI","DE",190
"2207","Haslach","BW","DE",62
"2208","Haslach im Kinzigtal","BW","DE",8
"2209","Haßbergen","NI","DE",4
"2210","Hasselfelde","ST","DE",37
"2211","Hasselroth","HE","DE",17
"2212","Haßfurt","BY","DE",530
"2213","Haßloch","RP","DE",270
"2214","Haßmersheim","BW","DE",87
"2215","Haste","NI","DE",16
"2216","Hatten","NI","DE",27
"2217","Hattersheim","HE","DE",247
"2218","Hattingen","NW","DE",532
"2219","Hattorf","NI","DE",3
"2220","Hattorf am Harz","NI","DE",23
"2221","Hatzenbühl","RP","DE",1
"2222","Hatzfeld (Eder)","HE","DE",19
"2223","Hauenstein","RP","DE",1
"2224","Haunetal","HE","DE",17
"2225","Hausach","BW","DE",91
"2226","Hausbruch","HH","DE",4
"2227","Hausen","BY","DE",274
"2228","Hausen b.Würzburg","BY","DE",15
"2229","Hausen bei Würzburg","BY","DE",28
"2230","Hausen im Wiesental","BW","DE",29
"2231","Hausen ob Verena","BW","DE",20
"2232","Häusern","BW","DE",28
"2233","Hausham","BY","DE",104
"2234","Hauswalde","SN","DE",41
"2235","Hauzenberg","BY","DE",64
"2236","Havelberg","ST","DE",69
"2237","Havixbeck","NW","DE",104
"2238","Hebertsfelden","BY","DE",3
"2239","Hebertshausen","BY","DE",15
"2240","Hechingen","BW","DE",292
"2241","Heckelberg","BB","DE",6
"2242","Hecklingen","ST","DE",3
"2243","Heddesheim","BW","DE",84
"2244","Hedelfingen","BW","DE",9
"2245","Heede","NI","DE",7
"2246","Heek","NW","DE",45
"2247","Heerstraße","SH","DE",29
"2248","Heeslingen","NI","DE",3
"2249","Heichelheim","TH","DE",6
"2250","Heide","SH","DE",849
"2251","Heideck","BY","DE",7
"2252","Heidehof","NI","DE",5
"2253","Heidelberg","BW","DE",7297
"2254","Heideloh","ST","DE",51
"2255","Heiden","NW","DE",2
"2256","Heidenau","SN","DE",296
"2257","Heidenheim","BY","DE",7
"2258","Heidenheim an der Brenz","BW","DE",1796
"2259","Heidenrod","HE","DE",6
"2260","Heidesheim","RP","DE",26
"2261","Heidesheim am Rhein","RP","DE",25
"2262","Heikendorf","SH","DE",148
"2263","Heilbad Heiligenstadt","TH","DE",735
"2264","Heilbronn","BW","DE",5547
"2265","Heiligengrabe","BB","DE",111
"2266","Heiligenhafen","SH","DE",143
"2267","Heiligenhaus","NW","DE",333
"2268","Heiligenroth","RP","DE",69
"2269","Heiligenstadt","BY","DE",57
"2270","Heiligenstedten","SH","DE",9
"2271","Heilsbronn","BY","DE",71
"2272","Heimbach","NW","DE",98
"2273","Heimbuchenthal","BY","DE",42
"2274","Heimenkirch","BY","DE",59
