"","date","companyId","jobId","country","stateProvince","city","avgOverallRating","numReviews","industry","normTitle","normTitleCategory","descriptionCharacterLength","descriptionWordCount","experienceRequired","estimatedSalary","salaryCurrency","jobLanguage","supervisingJob","licenseRequiredJob","educationRequirement","jobAgeDays","clicks","localClicks"
"2190",2016-10-11,"company00616","job0002168","US","NV","Carson City",3.3,5,NA,"retail sales associate","retail",1353,226,NA,21100,NA,"EN",0,0,"None",0,54,8
"2191",2016-10-11,"company00906","job0002169","US","PA",NA,3.9,120,"HEALTH_CARE,HUMAN_RESOURCES_AND_STAFFING","personal assistant","admin",495,156,NA,71000,NA,"EN",0,0,"None",0,7,0
"2192",2016-10-11,"company01884","job0002170","DE","BW","Hockenheim",0,NA,NA,"produktionsmitarbeiter","manufacturing",2208,319,NA,19000,NA,"DE",NA,NA,NA,0,34,2
"2193",2016-10-11,"company01885","job0002171","CA","ON","Kitchener",0,NA,NA,"direct service provider","service",3192,563,NA,33700,"CAD","EN",0,1,"High school",0,223,87
"2194",2016-10-11,"company01886","job0002172","US","VA","Richmond",0,NA,NA,"restaurant team member","food",1172,206,NA,20300,NA,"EN",0,0,"None",0,20,1
"2195",2016-10-11,"company01887","job0002173","CA","ON","Toronto",3.7,73,NA,"esthetician","personal",3126,532,NA,65800,NA,"EN",0,1,"None",0,40,13
"2196",2016-10-11,"company01888","job0002174","US","FL","Naples",3.7,28,NA,"shift leader","management",2041,306,NA,26700,NA,"EN",1,0,"None",0,37,19
"2197",2016-10-11,"company01889","job0002175","CA","ON","Carleton",3.7,62,NA,"delivery driver","driver",674,174,NA,31000,NA,"EN",0,1,"None",0,115,3
"2198",2016-10-11,"company01316","job0002176","US","IN","Indianapolis",3.4,1811,"HEALTH_CARE","care coordinator","service",3518,585,NA,50100,NA,"EN",1,1,"Higher education",0,30,11
"2199",2016-10-11,"company01890","job0002177","US","PA","Pittsburgh",3.5,35,NA,"construction worker","construction",666,158,NA,35700,NA,"EN",0,0,"None",0,30,7
"2200",2016-10-11,"company00296","job0002178","US","ME","Scarborough",0,NA,"HEALTH_CARE","administration manager","management",2340,395,NA,31900,NA,"EN",0,0,"Higher education",0,44,3
"2201",2016-10-11,"company01891","job0002179","US","NY","Amherst",4.2,102,"INDUSTRIAL_MANUFACTURING","quality manager","management",11044,1600,6,102500,NA,"EN",1,0,"Higher education",0,86,3
"2202",2016-10-11,"company00901","job0002180","US","CA","San Jose",3.2,65,NA,"data scientist","math",1039,198,3,106900,"USD","EN",0,0,"Higher education",0,15,0
"2203",2016-10-11,"company01610","job0002181","CA","ON","Concord",3.8,1235,"CONSULTING_AND_BUSINESS_SERVICES","order picker","warehouse",884,170,NA,29900,"CAD","EN",0,0,"None",0,29,2
"2204",2016-10-12,"company00003","job0002182","US","IA","Sioux City",3.8,73,NA,"cashier","retail",5261,759,1,15000,NA,"EN",0,0,"High school",95,7,6
"2205",2016-10-12,"company01892","job0002183","US","MA",NA,0,NA,NA,"sales representative","sales",3424,595,3,30600,NA,"EN",0,0,"High school",92,6,0
"2206",2016-10-12,"company01893","job0002184","US","NE","Hastings",0,NA,NA,"employee benefits account manager","hr",998,139,2,60800,NA,"EN",0,1,"Higher education",91,11,1
"2207",2016-10-12,"company01012","job0002185","US","CO","Denver",3.2,92,NA,"call center manager","management",468,126,NA,39100,NA,"EN",0,0,"None",89,14,7
"2208",2016-10-12,"company01894","job0002186","US","MD","Hanover",3.9,129,NA,"automation engineer","techsoftware",5275,819,NA,99100,NA,"EN",0,1,"Higher education",89,26,0
"2209",2016-10-12,"company01895","job0002187","US","CT",NA,0,NA,NA,"managing director","management",5760,818,10,113900,NA,"EN",1,0,"Higher education",86,17,1
"2210",2016-10-12,"company01896","job0002188","US","IL","Chicago",4,92,NA,"office clerk","admin",1130,217,NA,24400,NA,"EN",0,0,"None",83,15,15
"2211",2016-10-12,"company01897","job0002189","US","NC","Greensboro",3.3,2,NA,"truck driver","driver",2418,424,NA,31600,NA,"EN",0,0,"None",82,44,8
"2212",2016-10-12,"company01898","job0002190","US","IL","Chicago",0,NA,NA,"research specialist","science",3032,473,2,46600,NA,"EN",0,0,"Higher education",82,11,11
"2213",2016-10-12,"company01899","job0002191","US","AR","Malvern",5,14,NA,"data entry clerk","admin",1170,214,NA,26100,NA,"EN",0,0,"High school",79,40,0
"2214",2016-10-12,"company01900","job0002192","CA","QC","Lévis",2.8,85,NA,"retail sales associate","retail",1357,291,NA,27000,NA,"EN",0,0,"High school",76,21,1
"2215",2016-10-12,"company01901","job0002193","CA","NL","Mount Pearl",0,NA,NA,"truck driver","driver",737,130,3,36400,"CAD","EN",0,1,"None",75,8,3
"2216",2016-10-12,"company01902","job0002194","DE","BW","Schorndorf",0,NA,NA,"vorarbeiter","management",2166,327,NA,23400,NA,"DE",NA,NA,NA,74,7,2
"2217",2016-10-12,"company01903","job0002195","US","RI","Providence",4.3,95,NA,"nurse practitioner","mednurse",1373,220,NA,92300,NA,"EN",0,1,"Higher education",69,15,7
"2218",2016-10-12,"company01904","job0002196","DE","BY","Fridolfing",0,NA,NA,NA,NA,490,164,NA,30700,NA,"DE",NA,NA,NA,68,4,0
"2219",2016-10-12,"company00206","job0002197","US","TX","San Antonio",3.7,326,NA,"medical services manager","admin",2995,441,NA,22500,NA,"EN",0,0,"High school",68,6,4
"2220",2016-10-12,"company01905","job0002198","US","SC","Sumter",0,NA,NA,"receptionist","admin",906,227,NA,25800,"USD","EN",0,0,"High school",65,52,10
"2221",2016-10-12,"company00454","job0002199","CA","BC","Richmond",0,NA,NA,"greeter","customer",2984,486,NA,28900,NA,"EN",0,0,"None",64,21,3
"2222",2016-10-12,"company00872","job0002200","US","GA","Lake Park",4.2,55,NA,"office manager","admin",2021,390,NA,41200,NA,"EN",1,0,"High school",64,5,2
"2223",2016-10-12,"company01029","job0002201","US","GA","Columbus",4.1,32,NA,"project engineer","project",1398,241,7,78200,NA,"EN",0,1,"Higher education",64,9,1
"2224",2016-10-12,"company01906","job0002202","US","CA","Oakland",3.5,108,"HEALTH_CARE","clinical assistant","medtech",5817,891,1,28200,NA,"EN",0,1,"High school",62,27,7
"2225",2016-10-12,"company01907","job0002203","US","FL","Mulberry",0,NA,NA,"environmental health and safety officer","hr",4973,716,5,63300,NA,"EN",1,0,"High school",62,11,1
"2226",2016-10-12,"company01908","job0002204","DE","NW","Hagen",0,NA,NA,"chemikant","manufacturing",1914,310,NA,24300,NA,"DE",NA,NA,NA,61,27,1
"2227",2016-10-12,"company01909","job0002205","CA","QC","Laval",0,NA,NA,"conseiller","sales",837,154,NA,0,NA,"FR",NA,NA,NA,61,17,1
"2228",2016-10-12,"company00204","job0002206","US","UT","South Ogden",3.9,47,NA,"mortgage banker","sales",4761,759,3,53400,NA,"EN",0,0,"Higher education",58,23,0
"2229",2016-10-12,"company01910","job0002207","US","PA","Exton",0,NA,NA,"fitness trainer","sports",2241,340,2,48800,NA,"EN",0,1,"High school",57,56,3
"2230",2016-10-12,"company01911","job0002208","US","CA","San Luis Obispo",0,NA,NA,"project engineer","project",2903,405,5,76400,NA,"EN",1,1,"Higher education",55,16,1
"2231",2016-10-12,"company01912","job0002209","US","WI","Madison",3.5,85,NA,"relationship banker","finance",7000,1014,2,34400,NA,"EN",1,0,"Higher education",54,5,3
"2232",2016-10-12,"company01913","job0002210","US","NY","Buffalo",2.9,44,NA,"maintenance supervisor","install",4515,589,5,90800,NA,"EN",1,1,"Higher education",53,26,0
"2233",2016-10-12,"company01914","job0002211","DE","NW","Köln",4,93,NA,NA,NA,476,148,NA,22800,NA,"DE",NA,NA,NA,51,37,23
"2234",2016-10-12,"company01915","job0002212","US","MT","Polson",0,NA,"RETAIL","wireless sales consultant","sales",3545,540,2,40800,NA,"EN",0,0,"High school",50,27,0
"2235",2016-10-12,"company01916","job0002213","US","TX","Houston",3.8,147,"HEALTH_CARE","research assistant","science",1580,240,3,41400,NA,"EN",0,1,"Higher education",48,16,13
"2236",2016-10-12,"company01917","job0002214","US","NC","Garner",3.6,29,NA,"control room operator","uncategorized",4096,662,NA,27900,NA,"EN",0,0,"High school",48,22,14
"2237",2016-10-12,"company01918","job0002215","US","TX","Austin",0,NA,NA,"parking attendant","customer",4569,767,NA,23800,NA,"EN",0,0,"None",47,4,3
"2238",2016-10-12,"company01919","job0002216","US","KY","Louisville",0,NA,NA,"educator","education",2769,402,NA,40700,NA,"EN",0,0,"High school",47,10,3
"2239",2016-10-12,"company01920","job0002217","US","AL","Pelham",0,NA,NA,"production artist","arts",2363,357,2,27100,"USD","EN",0,0,"None",47,21,2
"2240",2016-10-12,"company01921","job0002218","US","MN","Saint Cloud",0,NA,NA,"regional sales manager","sales",3545,544,3,44100,NA,"EN",0,1,"Higher education",44,87,9
"2241",2016-10-12,"company00863","job0002219","US","PA","Carlisle",0,NA,NA,"senior housekeeper","sanitation",3524,579,NA,17900,NA,"EN",0,0,"None",43,18,9
"2242",2016-10-12,"company01922","job0002220","DE","BE","Berlin",4.7,45,NA,"mechaniker","manufacturing",2086,326,NA,28500,NA,"DE",NA,NA,NA,43,4,4
"2243",2016-10-12,"company01923","job0002221","US","WI","Sparta",5,92,NA,"truck driver","driver",1497,297,NA,55800,NA,"EN",0,1,"None",43,24,3
"2244",2016-10-12,"company01924","job0002222","CA","ON","St. Catharines",0,NA,NA,"application developer","techsoftware",2151,374,NA,77100,NA,"EN",0,0,"Higher education",42,25,2
"2245",2016-10-12,"company01925","job0002223","US","OH","Independence",2.8,52,"RESTAURANTS_TRAVEL_AND_LEISURE","hotel housekeeper","sanitation",3344,552,NA,18300,NA,"EN",0,0,"None",41,23,23
"2246",2016-10-12,"company01926","job0002224","US","NJ","East Hanover",3,66,NA,"retail merchandiser","retail",2734,441,NA,20900,NA,"EN",0,0,"Higher education",41,16,16
"2247",2016-10-12,"company01927","job0002225","US","PA","Union Dale",0,NA,NA,"camp counselor","service",2620,521,NA,22700,"USD","EN",0,0,"High school",41,99,3
"2248",2016-10-12,"company01928","job0002226","US","FL","Miami",0,NA,NA,"property manager","realestate",2632,442,5,53100,NA,"EN",1,0,"Higher education",41,29,11
"2249",2016-10-12,"company01929","job0002227","US","NJ","Jersey City",3.6,142,NA,"risk analyst","finance",4423,655,3,86700,NA,"EN",1,0,"Higher education",40,26,3
"2250",2016-10-12,"company01930","job0002228","US","LA","Shreveport",3.9,104,NA,NA,NA,701,170,NA,22200,NA,"EN",0,1,"High school",41,30,15
"2251",2016-10-12,"company01931","job0002229","US","OH","Cleveland",3.8,75,NA,"collection agent","sales",4387,730,5,41800,NA,"EN",0,0,"Higher education",39,27,3
"2252",2016-10-12,"company01932","job0002230","US","MI","Zeeland",0,NA,"COMPUTERS_AND_ELECTRONICS","technical support","techhelp",2600,422,NA,51900,NA,"EN",0,0,"Higher education",35,16,3
"2253",2016-10-12,"company01933","job0002231","CA","BC","Nanaimo",0,NA,NA,NA,NA,1505,291,NA,27400,NA,"EN",0,0,"None",34,5,0
"2254",2016-10-12,"company01934","job0002232","US","CA","Dublin",3.6,102,"MEDIA_NEWS_AND_PUBLISHING","director of finance","management",2637,382,5,117500,NA,"EN",1,0,"Higher education",33,3,0
"2255",2016-10-12,"company01935","job0002233","US","MO","Kansas City",3.2,109,NA,"general manager","management",1547,259,NA,33500,NA,"EN",1,0,"None",32,14,3
"2256",2016-10-12,"company01936","job0002234","US","MA","New Bedford",3.2,43,NA,"teacher/coach","education",3039,415,5,58400,NA,"EN",0,1,"Higher education",30,30,3
"2257",2016-10-12,"company01937","job0002235","US","WA","Kirkland",5,28,NA,"engineering technician","install",2746,401,6,39000,NA,"EN",0,0,"Higher education",30,30,2
"2258",2016-10-12,"company01628","job0001845","US","CA","San Francisco",0,NA,NA,"machine learning engineer","techsoftware",5852,923,NA,94900,NA,"EN",0,0,"None",29,6,0
"2259",2016-10-12,"company01938","job0002236","DE","BY","München",0,NA,NA,"verkaufsassistent","sales",1202,221,2,29000,NA,"DE",NA,NA,NA,28,28,3
"2260",2016-10-12,"company01939","job0002237","US","PA","Fort Washington",3.4,189,NA,"call representative","admin",1159,178,NA,33700,NA,"EN",0,0,"None",28,19,2
"2261",2016-10-12,"company01940","job0002238","US","DC","Washington",0,NA,NA,"regional coordinator","management",7732,1124,8,69300,NA,"EN",1,1,"Higher education",28,17,0
"2262",2016-10-12,"company01941","job0002239","US","CA","Hercules",0,NA,NA,"internal auditor","accounting",3351,510,5,110200,NA,"EN",1,0,"Higher education",27,25,3
"2263",2016-10-12,"company01942","job0002240","US","CA","San Ramon",0,NA,NA,"recruitment manager","hr",1821,331,5,89100,NA,"EN",0,0,"Higher education",27,34,3
"2264",2016-10-12,"company01943","job0002241","US","IN","Indianapolis",0,NA,NA,"therapist","therapy",4596,627,NA,47500,NA,"EN",0,1,"Higher education",27,24,1
"2265",2016-10-12,"company01944","job0002242","US","CA","San Jose",0,NA,NA,"optician","retail",2942,436,NA,26500,NA,"EN",0,0,"High school",26,14,8
"2266",2016-10-12,"company01945","job0002243","US","IL","Naperville",3.6,1637,"RETAIL","brand ambassador","marketing",2538,431,1,27800,NA,"EN",0,0,"High school",27,14,14
"2267",2016-10-12,"company01946","job0002244","US","OK","Oklahoma City",0,NA,NA,"recruiter","hr",2276,294,0,48700,NA,"EN",0,0,"Higher education",27,24,12
"2268",2016-10-12,"company01947","job0002245","US","NE","Omaha",0,NA,NA,"lot porter","install",2953,502,NA,23800,NA,"EN",0,0,"None",26,5,5
"2269",2016-10-12,"company00632","job0002246","US","GA","Augusta",3.7,87,NA,"registered nurse - home health","mednurse",4163,704,NA,57600,NA,"EN",0,1,"Higher education",26,19,12
"2270",2016-10-12,"company00633","job0000678","CA","ON","Toronto",0,NA,NA,"restaurant manager","food",1843,305,2,47600,NA,"EN",1,0,"None",26,8,8
"2271",2016-10-12,"company01948","job0002247","US","WA","Tacoma",3,83,"EDUCATION_AND_SCHOOLS","special education teacher","education",2979,452,0.5,35400,"USD","EN",0,1,"High school",27,13,2
"2272",2016-10-12,"company01949","job0002248","US","VA","Ashburn",0,NA,NA,"lead analyst","techinfo",1372,279,8,95200,NA,"EN",0,0,"None",26,14,2
"2273",2016-10-12,"company01950","job0002249","US","CO","Colorado Springs",3.7,56,NA,"massage therapist","personal",3079,523,NA,39200,NA,"EN",0,1,"High school",25,13,2
"2274",2016-10-12,"company01951","job0002250","US","AZ","Phoenix",3.8,109,NA,"technical coordinator","management",1735,279,3,64400,NA,"EN",0,1,"Higher education",25,18,1
"2275",2016-10-12,"company01952","job0002251","US","OR","Redmond",5,69,NA,"personal assistant","admin",525,101,NA,21700,"USD","EN",0,1,"High school",24,28,1
"2276",2016-10-12,"company01953","job0002252","US","UNKNOWN","Quad Cities",0,NA,NA,"urgent care physician","meddr",990,163,NA,143700,NA,"EN",0,0,"None",24,6,1
"2277",2016-10-12,"company01954","job0002253","DE","NW",NA,0,NA,NA,"quality engineer","engid",1676,264,NA,0,NA,"EN",0,0,"Higher education",23,27,0
"2278",2016-10-12,"company01955","job0002254","US","FL","Orlando",3,22,NA,"repair technician","install",1041,164,NA,44100,"USD","EN",0,1,"High school",23,12,7
"2279",2016-10-12,"company01956","job0002255","US","OH","Cincinnati",3.4,28,NA,"product manager","techsoftware",3605,597,NA,99400,NA,"EN",1,0,"None",22,7,0
"2280",2016-10-12,"company00863","job0002256","US","WA","Quincy",0,NA,NA,"administrative assistant","admin",3634,551,NA,21700,NA,"EN",0,0,"None",23,16,0
"2281",2016-10-12,"company01957","job0002257","US","MA","Boston",4,88,NA,"line cook","food",2265,416,NA,26800,"USD","EN",0,0,"None",22,35,8
"2282",2016-10-12,"company01574","job0002258","US","MD","Sparks",0,NA,NA,"marketing manager","marketing",2846,474,NA,133300,NA,"EN",1,0,"None",22,8,2
"2283",2016-10-12,"company01958","job0002259","US","FL","Pompano Beach",0,NA,NA,"senior estimator","accounting",1767,238,5,68700,NA,"EN",0,0,"None",22,45,3
"2284",2016-10-12,"company01959","job0002260","US","FL","Tampa",0,NA,NA,"drafter","uncategorized",1278,239,3,44200,NA,"EN",0,0,"None",22,22,12
"2285",2016-10-12,"company01960","job0002261","US","NJ","Lebanon",5,75,NA,"babysitter/nanny","childcare",249,127,NA,31400,"USD","EN",0,0,"None",21,18,0
"2286",2016-10-12,"company01961","job0002262","US","MO","St. Louis",0,NA,NA,"merchandiser","retail",1646,258,3,26600,NA,"EN",0,1,"None",22,18,2
"2287",2016-10-12,"company01962","job0002263","US","VI","Saint Croix",0,NA,NA,"customer service representative","customer",2152,361,NA,16500,NA,"EN",0,0,"None",22,6,3
"2288",2016-10-12,"company01963","job0002264","CA","UNKNOWN",NA,0,NA,NA,"dispatcher","transport",899,133,NA,38900,NA,"EN",0,0,"None",21,51,1
"2289",2016-10-12,"company01964","job0002265","US","NY","Rhinebeck",3.6,65,NA,"supervisor","management",7438,1116,2,46400,NA,"EN",1,0,"Higher education",20,24,0
"2290",2016-10-12,"company01965","job0002266","CA","ON","Cambridge",0,NA,NA,"delivery driver","driver",3820,572,NA,30800,NA,"EN",0,1,"High school",20,5,5
"2291",2016-10-12,"company01966","job0002267","DE","HE","Frankfurt am Main",0,NA,NA,NA,NA,715,113,NA,23700,NA,"DE",NA,NA,NA,20,12,9
"2292",2016-10-12,"company01967","job0002268","US","FL","Sarasota",0,NA,NA,"nursing assistant","mednurse",3538,575,NA,26800,NA,"EN",0,1,"High school",20,16,11
"2293",2016-10-12,"company01968","job0002269","US","GA","Americus",0,NA,NA,"equipment operator","construction",340,158,NA,25300,NA,"EN",0,0,"None",20,48,6
"2294",2016-10-12,"company01969","job0002270","US","OR","Springfield",3.4,209,"HEALTH_CARE","laboratory assistant","science",7889,1117,NA,32100,"USD","EN",0,1,"High school",19,28,8
"2295",2016-10-12,"company01970","job0002271","US","PA","Pittsburgh",0,NA,"BANKS_AND_FINANCIAL_SERVICES","teller","retail",4050,574,NA,46700,NA,"EN",0,0,"Higher education",18,25,25
"2296",2016-10-12,"company01971","job0002272","US","NM","Albuquerque",3,40,NA,"graphic designer","media",825,189,NA,30200,NA,"EN",0,0,"High school",18,22,1
"2297",2016-10-12,"company01972","job0002273","US","OH","Toledo",3.8,61,NA,"piping designer","engcivil",1967,335,5,74100,NA,"EN",0,0,"High school",17,6,1
"2298",2016-10-12,"company01643","job0002274","US","NJ","Lumberton",3.5,69,NA,"driver","driver",1426,283,1,35900,"USD","EN",0,1,"None",16,6,0
"2299",2016-10-12,"company00668","job0002275","US","TX","Carrollton",3.6,47,NA,"accounting manager","accounting",5562,864,5,75100,NA,"EN",0,0,"Higher education",16,27,2
"2300",2016-10-12,"company00090","job0002276","DE","NW","Kamen",0,NA,NA,NA,NA,278,88,NA,28700,NA,"DE",NA,NA,NA,16,26,2
"2301",2016-10-12,"company01973","job0002277","US","MA","Lexington",0,NA,NA,"document specialist","admin",1329,255,5,97900,NA,"EN",1,0,"Higher education",16,23,1
"2302",2016-10-12,"company01974","job0002278","US","CA","Livermore",0,NA,NA,"server","food",1430,286,NA,56100,NA,"EN",0,0,"None",15,22,3
"2303",2016-10-12,"company00948","job0002279","US","PA","Sunbury",0,NA,NA,"food service worker","food",4411,701,NA,17200,NA,"EN",0,1,"High school",15,35,5
"2304",2016-10-12,"company00348","job0002280","US","CA","Arroyo Grande",3.7,80,NA,"general manager","management",641,123,NA,28300,NA,"EN",0,0,"None",15,26,2
"2305",2016-10-12,"company01975","job0002281","US","UNKNOWN","Remote",2.9,94,NA,"correspondent","media",1122,149,NA,33700,NA,"EN",0,0,"None",15,68,3
"2306",2016-10-12,"company01976","job0002282","US","NE","Lincoln",0,NA,NA,"assistant","uncategorized",576,158,NA,20000,NA,"EN",0,0,"High school",15,17,13
"2307",2016-10-12,"company01977","job0002283","US","CO","Denver",0,NA,"CONSULTING_AND_BUSINESS_SERVICES","customer service manager","customer",2201,371,14,113800,NA,"EN",1,0,"Higher education",15,25,11
"2308",2016-10-12,"company01978","job0002284","US","NC","Charlotte",4,84,NA,"logistics specialist","transport",1788,312,3,32700,"USD","EN",0,0,"None",15,17,11
"2309",2016-10-12,"company01979","job0002285","US","MN","Bloomington",0,NA,NA,".net developer","techsoftware",2666,385,8,81700,NA,"EN",0,0,"Higher education",15,11,2
"2310",2016-10-12,"company01980","job0002286","US","CA","San Jose",0,NA,NA,"system engineer","engid",1525,219,3,106900,NA,"EN",0,0,"None",15,17,2
"2311",2016-10-12,"company01981","job0002287","US","HI","Honolulu",3.5,65,"INSURANCE","systems integration specialist","engid",2227,363,2,61700,NA,"EN",1,0,"Higher education",14,2,2
"2312",2016-10-12,"company01982","job0002288","US","FL","Coral Springs",4.7,69,"INSURANCE","insurance manager","insurance",2162,321,3,54100,"USD","EN",0,1,"None",14,14,3
"2313",2016-10-12,"company01983","job0002289","US","CA","San Diego",3.8,115,NA,"caregiver","care",1648,266,NA,30400,NA,"EN",0,1,"None",14,15,0
"2314",2016-10-12,"company00090","job0002290","US","MD","Parkville",0,NA,NA,"child care director","management",182,61,NA,33800,NA,"EN",0,0,"None",14,20,1
"2315",2016-10-12,"company01895","job0002291","US","CA","San Francisco",0,NA,NA,"software engineer","techsoftware",2507,424,NA,129600,NA,"EN",0,0,"Higher education",14,12,0
"2316",2016-10-12,"company01984","job0002292","US","VA","Fairfax",0,NA,NA,"director","management",4102,668,0,90600,NA,"EN",1,1,"Higher education",13,16,2
"2317",2016-10-12,"company01985","job0002293","DE","BW","Ludwigsburg",0,NA,NA,"kundenberater","sales",1526,300,NA,19300,NA,"DE",NA,NA,NA,13,19,3
"2318",2016-10-12,"company01986","job0002294","US","CA","El Monte",0,NA,NA,"medical assistant","medtech",4158,600,1,28800,NA,"EN",0,1,"High school",13,62,7
"2319",2016-10-12,"company01987","job0002295","US","OH","Pickerington",0,NA,NA,"restaurant manager","food",2325,337,2,39000,NA,"EN",1,0,"Higher education",13,19,0
"2320",2016-10-12,"company01988","job0002296","CA","QC","Saint-Hubert",0,NA,NA,"mécanicien","install",805,190,NA,0,NA,"FR",NA,NA,NA,13,9,2
"2321",2016-10-12,"company01201","job0002297","US","VA","Richmond",4.1,28,NA,"intern","uncategorized",3375,582,NA,25300,NA,"EN",0,0,"High school",13,23,7
"2322",2016-10-12,"company01989","job0002298","US","DC","Washington",0,NA,"ORGANIZATION","senior technical advisor","management",2456,332,NA,116500,NA,"EN",1,0,"None",12,17,5
"2323",2016-10-12,"company00866","job0002299","DE","UNKNOWN",NA,0,NA,NA,"metzger","food",5338,788,NA,18000,NA,"DE",NA,NA,NA,12,23,3
"2324",2016-10-12,"company01990","job0002300","US","TN","Nashville",0,NA,NA,"service technician","install",2507,372,NA,29400,NA,"EN",0,1,"High school",12,21,2
"2325",2016-10-12,"company01991","job0002301","US","WA","Tacoma",0,NA,NA,"maintenance mechanic","install",1909,344,3,41400,"USD","EN",0,0,"High school",11,21,1
"2326",2016-10-12,"company01992","job0002302","CA","BC","North Vancouver",0,NA,NA,"babysitter/nanny","childcare",1293,271,2,24000,"CAD","EN",0,0,"None",11,10,5
"2327",2016-10-12,"company01993","job0002303","US","NH","Gilford",4.3,21,NA,"admission representative","sales",804,172,NA,20500,NA,"EN",0,0,"High school",11,27,1
"2328",2016-10-12,"company01994","job0002304","US","IL","Chicago",4,496,"HEALTH_CARE","registered nurse ii","mednurse",6077,899,2,67900,NA,"EN",0,1,"None",10,15,6
"2329",2016-10-12,"company00090","job0002305","DE","RP","Mainz",0,NA,NA,NA,NA,288,121,NA,23800,NA,"DE",NA,NA,NA,9,7,7
"2330",2016-10-12,"company01995","job0002306","US","AZ","Peoria",0,NA,NA,"material handler","warehouse",2069,368,NA,20500,"USD","EN",0,0,"High school",9,37,6
"2331",2016-10-12,"company01996","job0002307","US","MN","Wayzata",0,NA,NA,"cleaner","sanitation",2245,370,NA,19400,"USD","EN",0,1,"None",8,19,3
"2332",2016-10-12,"company01997","job0002308","US","MO","Lee's Summit",0,NA,NA,"information technology specialist","techinfo",5448,769,NA,32800,"USD","EN",0,0,"Higher education",9,37,3
"2333",2016-10-12,"company01998","job0002309","US","FL","Boca Raton",3.6,170,"HEALTH_CARE","pharmacy technician","pharmacy",3528,538,NA,44200,NA,"EN",0,1,"High school",9,47,0
"2334",2016-10-12,"company01999","job0002310","US","CA","San Francisco",0,NA,NA,"hotel housekeeper","sanitation",4708,774,NA,20200,NA,"EN",0,0,"None",9,26,0
"2335",2016-10-12,"company02000","job0002311","CA","QC","Rouyn-Noranda",0,NA,NA,NA,NA,2620,443,NA,0,NA,"FR",NA,NA,NA,9,14,1
"2336",2016-10-12,"company02001","job0002312","US","NY","Staten Island",3.3,32,NA,"cashier","retail",1665,285,2,20600,"USD","EN",0,0,"High school",9,36,20
"2337",2016-10-12,"company01843","job0002313","US","CA","Torrance",4,77,NA,"seasonal associate","uncategorized",1933,355,NA,19500,NA,"EN",0,0,"High school",9,33,5
"2338",2016-10-12,"company00869","job0002314","US","CA","San Francisco",0,NA,NA,"editorial manager","media",4637,839,4,99500,NA,"EN",0,0,"None",8,32,10
"2339",2016-10-12,"company01343","job0002315","US","MD","Baltimore",0,NA,NA,"hris analyst","hr",2135,360,3,57500,"USD","EN",0,0,"Higher education",8,31,13
"2340",2016-10-12,"company02002","job0002316","DE","BY","München",4.1,52,NA,NA,NA,3035,502,0.5,0,NA,"EN",0,0,"None",8,76,1
"2341",2016-10-12,"company02003","job0002317","DE","NI","Osnabrück",0,NA,NA,NA,NA,957,191,NA,20800,NA,"DE",NA,NA,NA,8,30,10
"2342",2016-10-12,"company00940","job0002318","US","MN","Saint Paul",3.4,47,NA,"operations engineer","techsoftware",4677,713,NA,74600,NA,"EN",0,0,"Higher education",8,22,2
"2343",2016-10-12,"company02004","job0002319","US","VA","Glen Allen",0,NA,NA,"babysitter/nanny","childcare",1011,249,NA,32100,"USD","EN",0,0,"None",7,27,2
"2344",2016-10-12,"company02005","job0002320","US","PA","Philadelphia",3.5,40,NA,"patient access manager","medinfo",2515,355,1,29500,NA,"EN",0,1,"None",8,27,13
"2345",2016-10-12,"company02006","job0002321","US","FL","Sarasota",0,NA,NA,NA,NA,380,108,NA,27900,NA,"EN",0,0,"None",8,24,5
"2346",2016-10-12,"company02007","job0002322","US","WI","Wausau",3.2,99,NA,"caregiver","care",1277,200,NA,18800,NA,"EN",0,1,"High school",8,22,12
"2347",2016-10-12,"company02008","job0002323","CA","QC","Saint-Laurent",0,NA,NA,"conseiller de vente","sales",2236,391,NA,0,NA,"FR",NA,NA,NA,8,14,2
"2348",2016-10-12,"company02009","job0002324","US","CA","San Jose",0,NA,NA,NA,NA,4748,761,5,94800,NA,"EN",0,0,"None",7,20,2
"2349",2016-10-12,"company02010","job0002325","DE","BY","Fürstenfeldbruck",0,NA,NA,"praktikant marketing","marketing",666,136,NA,22300,NA,"DE",NA,NA,NA,7,6,1
"2350",2016-10-12,"company02011","job0002326","US","VA","Manassas",3.4,93,"CONSTRUCTION","operator","install",386,126,3,49600,NA,"EN",0,0,"None",7,11,2
"2351",2016-10-12,"company02012","job0002327","US","MD","Frederick",5,60,NA,"apprentice electrician","install",4324,679,1,29800,NA,"EN",0,1,"High school",7,34,9
"2352",2016-10-12,"company00351","job0002328","US","MS","Corinth",3.6,67,NA,"demonstrator","sales",3974,654,0,20200,NA,"EN",0,1,"High school",7,8,1
"2353",2016-10-12,"company02013","job0002329","US","NJ","Mount Laurel",3.6,82,NA,"payroll specialist","accounting",2127,379,2,31900,NA,"EN",0,0,"High school",7,241,3
"2354",2016-10-12,"company02014","job0002330","US","TX","Houston",0,NA,NA,"administrative assistant","admin",1686,313,3,29500,NA,"EN",0,0,"High school",7,94,51
